Object_Target_Code	Object_Target_Alias_Name	Flux_Version	Job_Version	Object_Source_Code	Object_Source_Alias_Name	Object_Source_Name
L300140	ASSU_IARD_MENS	1002	1002	W300140	ASSU_IARD_MENS	ASSU_IARD_MENS
L300150	ASSU_MLTRISQ_PROF_MENS	1002	1002	W300150	ASSU_MLTRISQ_PROF_MENS	ASSU_MLTRISQ_PROF_MENS
L300160	ASSU_GRNT_VIE_MENS	1002	1002	W300160	ASSU_GRNT_VIE_MENS	ASSU_GRNT_VIE_MENS
L300170	ASSU_HABTN_MENS	1002	1002	W300170	ASSU_HABTN_MENS	ASSU_HABTN_MENS
L300180	ASSU_SANTE_MENS	1002	1002	W300180	ASSU_SANTE_MENS	ASSU_SANTE_MENS
L300190	ASSU_VEHCL_MENS	1002	1002	W300190	ASSU_VEHCL_MENS	ASSU_VEHCL_MENS
L300210	TYP_NB_MODUL_CAC	1002	1002	W300210	TYP_NB_MODUL_CAC	TYP_NB_MODUL_CAC
L300220	RBRT_AN	1002	1002	W300220	RBRT_AN	RBRT_AN
L30023A	TYP_CT_VAL_MOBLRE_A	1002	1002	W300230	TYP_CT_VAL_MOBLRE	TYP_CT_VAL_MOBLRE
L30023B	TYP_CT_VAL_MOBLRE_B	1002	1002	W300230	TYP_CT_VAL_MOBLRE	TYP_CT_VAL_MOBLRE
L300240	RMGT_PRET	1002	1002	W300240	RMGT_PRET	RMGT_PRET
L300250	OPERN_CTR_TITR	1002	1002	W300250	OPERN_CTR_TITR	OPERN_CTR_TITR
L300260	ENCRS_CTR_TITR	1002	1002	W300260	ENCRS_CTR_TITR	ENCRS_CTR_TITR
L300270	INT_PROD_CAPIT	1002	1002	W300270	INT_PROD_CAPIT	INT_PROD_CAPIT
L300300	TYP_NB_J_ANO_RISQ_CST	1002	1002	W300300	TYP_NB_J_ANO_RISQ	TYP_NB_J_ANO_RISQ
L300310	TYP_TRCH_ANO_RISQ	1002	1002	W300310	TYP_TRCH_ANO_RISQ	TYP_TRCH_ANO_RISQ
L300320	EPRGN_ASSU_ATOUT_PLUS	1002	1002	W300320	EPRGN_ASSU_ATOUT_PLUS	EPRGN_ASSU_ATOUT_PLUS
L300330	ENCRS_ESPECE_MENS	1002	1002	W300330	ENCRS_ESPECE_MENS	ENCRS_ESPECE_MENS
L300340	TYP_ACTI_ECON	1002	1002	W300340	TYP_ACTI_ECON	TYP_ACTI_ECON
L300360	ACTE_DSTRB	1002	1002	W300360	ACTE_DSTRB	ACTE_DSTRB
L300370	TYP_ACTN	1002	1002	W300370	TYP_ACTN	TYP_ACTN
L300380	TYP_FAM_VAL_MOBLRE	1002	1002	W300380	TYP_FAM_VAL_MOBLRE	TYP_FAM_VAL_MOBLRE
L300390	TYP_COULR_FEUILT_PEP	1002	1002	W300390	TYP_COULR_FEUILT_PEP	TYP_COULR_FEUILT_PEP
L300400	ADI	1002	1002	W300400	ADI	ADI
L300410	TYP_VAL_MOBLRE	1002	1002	L300260	ENCRS_CTR_TITR	ENCRS_CTR_TITR
L300440	CNL_EMAIL	1002	1002	W300440	CNL_EMAIL	CNL_EMAIL
L300470	EMAIL	1002	1002	W300470	EMAIL	EMAIL
L300480	BILAN_PROSP	1002	1002	W300480	BILAN_PROSP	BILAN_PROSP
L300490	TYP_DEPT_BDF	1002	1002	W300490	TYP_DEPT_BDF	TYP_DEPT_BDF
L300500	TYP_CATG_TITR	1002	1002	W300500	TYP_CATG_TITR	TYP_CATG_TITR
L300510	TYP_FIDEL	1002	1002	W300510	TYP_FIDEL	TYP_FIDEL
L300520	TYP_PROD_BDF	1002	1002	W300520	TYP_PROD_BDF	TYP_PROD_BDF
L300530	TYP_PROD_BDF_AGRG	1002	1002	W300530	TYP_PROD_BDF_AGRG	TYP_PROD_BDF_AGRG
L300540	TYP_PROD_BDF_INTMD	1002	1002	W300540	TYP_PROD_BDF_INTMD	TYP_PROD_BDF_INTMD
L300550	TYP_REGRP_CSP	1002	1002	W300550	TYP_REGRP_CSP	TYP_REGRP_CSP
L300560	AFFECT_SEGM_PART	1002	1002	W300560	AFFECT_SEGM_PART	AFFECT_SEGM_PART
L300570	AGT	1002	1002	W300570	AGT	AGT
L300580	TYP_REGRP_DEPT_BDF	1002	1002	W300580	TYP_REGRP_DEPT_BDF	TYP_REGRP_DEPT_BDF
L300590	AGT_AFFECTE_PST_FNCT	1002	1002	W300590	AGT_AFFECTE_PST_FNCT	AGT_AFFECTE_PST_FNCT
L300600	TYP_STATU_CPTE	1002	1002	W300600	TYP_STATU_CPTE	TYP_STATU_CPTE
L300610	TYP_STAT_TITR	1002	1002	W300610	TYP_STAT_TITR	TYP_STAT_TITR
L300620	TYP_HORS_CHAMP_ACTI	1002	1002	W300620	TYP_HORS_CHAMP_ACTI	TYP_HORS_CHAMP_ACTI
L300720	TYP_SEGM_TYP_SEGM	1002	1002	W300720	TYP_SEGM_TYP_SEGM	TYP_SEGM_TYP_SEGM
L300740	EPRGN_ASSU_BQE_PRIVE	1002	1002	W300740	EPRGN_ASSU_BQE_PRIVE	EPRGN_ASSU_BQE_PRIVE
L300760	ASSURE	1002	1002	W300760	ASSURE	ASSURE
L300820	AGREGAT_LEP	1002	1002	W300820	AGREGAT_LEP	AGREGAT_LEP
L300940	ECHCIER_CRED	1002	1002	W300940	ECHCIER_CRED	ECHCIER_CRED
L30095A	TYP_AGT_ECON_BDF_A	1002	1002	W300950	TYP_AGT_ECON_BDF	TYP_AGT_ECON_BDF
L30095B	TYP_AGT_ECON_BDF	1002	1002	W300950	TYP_AGT_ECON_BDF	TYP_AGT_ECON_BDF
L300960	ECHCIER_CRED_SOFINCO	1002	1002	W300960	ECHCIER_CRED_SOFINCO	ECHCIER_CRED_SOFINCO
L300980	ISPOOL_BCC	1002	1002	W300980	ISPOOL_BCC	ISPOOL_BCC
L301010	QUALIF_PART_SOFINCO_MENS	1002	1002	W301010	QUALIF_PART_SOFINCO_MENS	QUALIF_PART_SOFINCO_MENS
L30104A	TYP_REGRP_AGT_ECON_BDF_A	1002	1002	W301040	TYP_REGRP_AGT_ECON_BDF	TYP_REGRP_AGT_ECON_BDF
L30104B	TYP_REGRP_AGT_ECON_BDF	1002	1002	W301040	TYP_REGRP_AGT_ECON_BDF	TYP_REGRP_AGT_ECON_BDF
L301050	HISTO_MVT_FINANCIER	1002	1002	W301050	HISTO_MVT_FINANCIER	HISTO_MVT_FINANCIER
L30108A	TYP_FAM_OPERN_FACTN_A	1002	1002	W301080	TYP_FAM_OPERN_FACTN	TYP_FAM_OPERN_FACTN
L30108B	TYP_FAM_OPERN_FACTN	1002	1002	W301080	TYP_FAM_OPERN_FACTN	TYP_FAM_OPERN_FACTN
L301090	EPRGN_BQR_FEUILT	1002	1002	W301090	EPRGN_BQR_FEUILT	EPRGN_BQR_FEUILT
L30110A	TYP_CT_CMPOS_A	1002	1002	W301100	TYP_CT_CMPOS	TYP_CT_CMPOS
L30110B	TYP_CT_CMPOS	1002	1002	W301100	TYP_CT_CMPOS	TYP_CT_CMPOS
L301110	LIGNE_EPRGN_FINC_PE	1002	1002	W301110	LIGNE_EPRGN_FINC_PE	LIGNE_EPRGN_FINC_PE
L30112A	TYP_CT_ECHCE_A	1002	1002	W301120	TYP_CT_ECHCE	TYP_CT_ECHCE
L30112B	TYP_CT_ECHCE	1002	1002	W301120	TYP_CT_ECHCE	TYP_CT_ECHCE
L30114A	TYP_STATU_ECHCE_A	1002	1002	W301140	TYP_STATU_ECHCE	TYP_STATU_ECHCE
L30114B	TYP_STATU_ECHCE	1002	1002	W301140	TYP_STATU_ECHCE	TYP_STATU_ECHCE
L301150	AGREGAT_PEP	1002	1002	W301150	AGREGAT_PEP	AGREGAT_PEP
L301170	EPRGN_FINC	1002	1002	W301170	EPRGN_FINC	EPRGN_FINC
L301190	BSN	1002	1002	W301190	BSN	BSN
L301200	BSN_UNVRS_DE_BSN	1002	1002	W301200	BSN_UNVRS_DE_BSN	BSN_UNVRS_DE_BSN
L301250	PART_EDC	1002	1002	W301250	PART_EDC	PART_EDC
L30128A	TYP_AMRTSM_A	1002	1002	W301280	TYP_AMRTSM	TYP_AMRTSM
L30128B	TYP_AMRTSM	1002	1002	W301280	TYP_AMRTSM	TYP_AMRTSM
L301290	PART_QUALIF_MIF	1002	1002	W301290	PART_QUALIF_MIF	PART_QUALIF_MIF
L30130A	TYP_PROD_FRMUL_IARD_A	1002	1002	W301300	TYP_PROD_FRMUL_IARD	TYP_PROD_FRMUL_IARD
L30130B	TYP_PROD_FRMUL_IARD	1002	1002	W301300	TYP_PROD_FRMUL_IARD	TYP_PROD_FRMUL_IARD
L301330	PST_FNCT_DEPEND_EDS	1002	1002	W301330	PST_FNCT_DEPEND_EDS	PST_FNCT_DEPEND_EDS
L301340	PST_FNCT_RESPONS_EDS	1002	1002	W301340	PST_FNCT_RESPONS_EDS	PST_FNCT_RESPONS_EDS
L301360	FNCTN_CORRESPD_PST_FNCT	1002	1002	W301360	FNCTN_CORRESPD_PST_FNCT	FNCTN_CORRESPD_PST_FNCT
L301370	SYNTH_PART_PART_SOC	1002	1002	W301370	SYNTH_PART_PART_SOC	SYNTH_PART_PART_SOC
L30138A	TYP_ISSU_CMPOS_A	1002	1002	W301380	TYP_ISSU_CMPOS	TYP_ISSU_CMPOS
L30138B	TYP_ISSU_CMPOS	1002	1002	W301380	TYP_ISSU_CMPOS	TYP_ISSU_CMPOS
L301390	PART_ELT_PATRIM	1002	1002	W301390	PART_ELT_PATRIM	PART_ELT_PATRIM
L301410	ELT_PATRIM_ETS_CONC	1002	1002	W301410	ELT_PATRIM_ETS_CONC	ELT_PATRIM_ETS_CONC
L301430	PERSON_EXERCE_RPRSTN	1002	1002	W301430	PERSON_EXERCE_RPRSTN	PERSON_EXERCE_RPRSTN
L30148A	TYP_PROD_ASSU_IARD_A	1002	1002	W301480	TYP_PROD_ASSU_IARD	TYP_PROD_ASSU_IARD
L30148B	TYP_PROD_ASSU_IARD	1002	1002	W301480	TYP_PROD_ASSU_IARD	TYP_PROD_ASSU_IARD
L30152A	TYP_MTF_DECI_RCESN	1002	1002	W301520	TYP_MTF_DECI_RCESN	TYP_MTF_DECI_RCESN
L30152B	TYP_MTF_DECI_RCESN_CST	1002	1002	W301520	TYP_MTF_DECI_RCESN	TYP_MTF_DECI_RCESN
L301570	EDS_DEPEND_CL	1002	1002	W301570	EDS_DEPEND_CL	EDS_DEPEND_CL
L301580	CL	1002	1002	W301580	CL	CL
L301640	TYP_CHRG	1002	1002	W301640	TYP_CHRG	TYP_CHRG
L30165A	TYP_SEGM_NOTATN_BALE_AGRG_A	1002	1002	W301650	TYP_SEGM_NOTATN_BALE_AGRG	TYP_SEGM_NOTATN_BALE_AGRG
L30165B	TYP_SEGM_NOTATN_BALE_AGRG	1002	1002	W301650	TYP_SEGM_NOTATN_BALE_AGRG	TYP_SEGM_NOTATN_BALE_AGRG
L301670	CATALOGUE_MDC_PREVN	1002	1002	W301670	CATALOGUE_MDC_PREVN	CATALOGUE_MDC_PREVN
L30168A	TYP_NIV_RISQ_A	1002	1002	W301680	TYP_NIV_RISQ	TYP_NIV_RISQ
L30168B	TYP_NIV_RISQ	1002	1002	W301680	TYP_NIV_RISQ	TYP_NIV_RISQ
L301690	TYP_REVNU	1002	1002	W301690	TYP_REVNU	TYP_REVNU
L30170A	TYP_FLIER_CALCL_A	1002	1002	W301700	TYP_FLIER_CALCL	TYP_FLIER_CALCL
L30170B	TYP_FLIER_CALCL	1002	1002	W301700	TYP_FLIER_CALCL	TYP_FLIER_CALCL
L301710	PROD_EMAF_ENTITES_CDO	1002	1002	W301710	PROD_EMAF_ENTITES_CDO	PROD_EMAF_ENTITES_CDO
L301730	TYP_CENTR_INT	1002	1002	W301730	TYP_CENTR_INT	TYP_CENTR_INT
L301750	CRCL_COM	1002	1002	W301750	CRCL_COM	CRCL_COM
L301790	CHRG	1002	1002	W301790	CHRG	CHRG
L301810	CHOIX_SUR_OPTN	1002	1002	W301810	CHOIX_SUR_OPTN	CHOIX_SUR_OPTN
L30185A	CLASS_GST_PARTC_A	1002	1002	W301850	CLASS_GST_PARTC	CLASS_GST_PARTC
L30185B	CLASS_GST_PARTC	1002	1002	W301850	CLASS_GST_PARTC	CLASS_GST_PARTC
L301860	CLI_CIAL_PART_INFO_LIE	1002	1002	W301860	CLI_CIAL_PART_INFO_LIE	CLI_CIAL_PART_INFO_LIE
L301940	ECD_DCVT_CAC	1002	1002	W301940	ECD_DCVT_CAC	ECD_DCVT_CAC
L30198A	CNL_A	1002	1002	W301980	CNL	CNL
L30198B	CNL	1002	1002	W301980	CNL	CNL
L302060	AFFECT_CENTR_INT_INTRL	1002	1002	W302060	AFFECT_CENTR_INT_INTRL	AFFECT_CENTR_INT_INTRL
L302070	AFFECT_CRCL_REL_CIALE	1002	1002	W302070	AFFECT_CRCL_REL_CIALE	AFFECT_CRCL_REL_CIALE
L302080	AFFECT_INDIC_CLI_PART	1002	1002	W302080	AFFECT_INDIC_CLI_PART	AFFECT_INDIC_CLI_PART
L302090	AFFECT_SEGM_INTRL	1002	1002	W302090	AFFECT_SEGM_INTRL	AFFECT_SEGM_INTRL
L302100	CONSO	1002	1002	W302100	CONSO	CONSO
L302110	CRCL_REL_CIALE	1002	1002	W302110	CRCL_REL_CIALE	CRCL_REL_CIALE
L302120	ELT_PATRIM_HORS_CR_CONSO	1002	1002	W302120	ELT_PATRIM_HORS_CR_CONSO	ELT_PATRIM_HORS_CR_CONSO
L302130	EQPM_CLI_CONSO	1002	1002	W302130	EQPM_CLI_CONSO	EQPM_CLI_CONSO
L302150	INTRL_CONSO	1002	1002	W302150	INTRL_CONSO	INTRL_CONSO
L30218A	COMN_A	1002	1002	W302180	COMN	COMN
L30218B	COMN	1002	1002	W302180	COMN	COMN
L302300	ETS_CONC	1002	1002	W302300	ETS_CONC	ETS_CONC
L302320	CNFRM_PERSON	1002	1002	W302320	CNFRM_PERSON	CNFRM_PERSON
L302350	CTR_DETENU	1002	1002	W302350	CTR_DETENU	CTR_DETENU
L30244A	TYP_PORTEF_BALE_TIERS_A	1002	1002	W302440	TYP_PORTEF_BALE_TIERS	TYP_PORTEF_BALE_TIERS
L30244B	TYP_PORTEF_BALE_TIERS	1002	1002	W302440	TYP_PORTEF_BALE_TIERS	TYP_PORTEF_BALE_TIERS
L302460	COVENANT	1002	1002	W302460	COVENANT	COVENANT
L30248A	TYP_SEGM_NOTATN_BALE_A	1002	1002	W302480	TYP_SEGM_NOTATN_BALE	TYP_SEGM_NOTATN_BALE
L30248B	TYP_SEGM_NOTATN_BALE	1002	1002	W302480	TYP_SEGM_NOTATN_BALE	TYP_SEGM_NOTATN_BALE
L302490	CPTE	1002	1002	W302490	CPTE	CPTE
L302610	GST_CPCT_CNL	1002	1002	W302610	GST_CPCT_CNL	GST_CPCT_CNL
L302630	INCOMPATIBILITE_OFFRES	1002	1002	W302630	INCOMPATIBILITE_OFFRES	INCOMPATIBILITE_OFFRES
L302650	INTNS_CIAL_SEGM_CLIENTEL	1002	1002	W302650	INTNS_CIAL_SEGM_CLIENTEL	INTNS_CIAL_SEGM_CLIENTEL
L302670	TYP_ELT_COCLICO	1002	1002	W302670	TYP_ELT_COCLICO	TYP_ELT_COCLICO
L302680	TRACE_EMAIL	1002	1002	W302680	TRACE_EMAIL	TRACE_EMAIL
L302690	CNTCT_FAIRE	1002	1002	W302690	CNTCT_FAIRE	CNTCT_FAIRE
L302710	CTR_ASSOS_PROD	1002	1002	W302710	CTR_ASSOS_PROD	CTR_ASSOS_PROD
L302740	CTR_CADRE	1002	1002	W302740	CTR_CADRE	CTR_CADRE
L302750	CTR_CADRE_CTR_PRET	1002	1002	W302750	CTR_CADRE_CTR_PRET	CTR_CADRE_CTR_PRET
L302770	CPTE_DCVT_CSCA	1002	1002	W302770	CPTE_DCVT_CSCA	CPTE_DCVT_CSCA
L302850	AGREGAT_DAT	1002	1002	W302850	AGREGAT_DAT	AGREGAT_DAT
L302870	TYP_ABRG_CVLT	1002	1002	W302870	TYP_ABRG_CVLT	TYP_ABRG_CVLT
L30290A	ADR	1002	1002	W302900	ADR	ADR
L30290B	ADR_EDS	1002	1002	W302900	ADR	ADR
L302940	DEVIS	1002	1002	W302940	DEVIS	DEVIS
L302950	PART_PART_EMACO	1002	1002	W302950	PART_PART_EMACO	PART_PART_EMACO
L302970	BOUTON	1002	1002	W302970	BOUTON	BOUTON
L302990	CLI_CIAL_EMACO	1002	1002	W302990	CLI_CIAL_EMACO	CLI_CIAL_EMACO
L303010	CLI_CIAL	1002	1002	W303010	CLI_CIAL	CLI_CIAL
L303030	EDS_GERE_CLI_CIAL	1002	1002	W303030	EDS_GERE_CLI_CIAL	EDS_GERE_CLI_CIAL
L303050	PART_CLI_CIAL	1002	1002	W303050	PART_CLI_CIAL	PART_CLI_CIAL
L303070	PORTEF_GERE_CLI_CIAL	1002	1002	W303070	PORTEF_GERE_CLI_CIAL	PORTEF_GERE_CLI_CIAL
L303090	CLI_CIAL_BLOC_NOTE_RISQ	1002	1002	W303090	CLI_CIAL_BLOC_NOTE_RISQ	CLI_CIAL_BLOC_NOTE_RISQ
L303110	BOUTON_TECHN_CNTCT	1002	1002	W303110	BOUTON_TECHN_CNTCT	BOUTON_TECHN_CNTCT
L303130	UTIL_TECHN_CNL	1002	1002	W303130	UTIL_TECHN_CNL	UTIL_TECHN_CNL
L303150	REGRP_PROD_OFR	1002	1002	W303150	REGRP_PROD_OFR	REGRP_PROD_OFR
L303190	RAISON_ANNUL	1002	1002	W303190	RAISON_ANNUL	RAISON_ANNUL
L303210	MSG_TYP	1002	1002	W303210	MSG_TYP	MSG_TYP
L303230	TYP_RESULTAT	1002	1002	W303230	TYP_RESULTAT	TYP_RESULTAT
L303250	AGND_AGT	1002	1002	W303250	AGND_AGT	AGND_AGT
L303270	PROPOS_CIALE	1002	1002	W303270	PROPOS_CIALE	PROPOS_CIALE
L303290	FIDEL_RENTBL	1002	1002	W303290	FIDEL_RENTBL	FIDEL_RENTBL
L303310	REFC_PROD_SERV	1002	1002	W303310	REFC_PROD_SERV	REFC_PROD_SERV
L303330	SEGM_EMACO	1002	1002	W303330	SEGM_EMACO	SEGM_EMACO
L303340	CRED_MENS	1002	1002	W303340	CRED_MENS	CRED_MENS
L303350	SGMTN_EMACO	1002	1002	W303350	SGMTN_EMACO	SGMTN_EMACO
L30336A	TYP_MTF_ENTREE_DFT_A	1002	1002	W303360	TYP_MTF_ENTREE_DFT	TYP_MTF_ENTREE_DFT
L30336B	TYP_MTF_ENTREE_DFT	1002	1002	W303360	TYP_MTF_ENTREE_DFT	TYP_MTF_ENTREE_DFT
L303370	TECHN_CNTCT	1002	1002	W303370	TECHN_CNTCT	TECHN_CNTCT
L303390	TYP_ACTI_AGT	1002	1002	W303390	TYP_ACTI_AGT	TYP_ACTI_AGT
L303400	ECD_ASSU_IARD_VEHCL_MENS	1002	1002	W303400	ECD_ASSU_IARD_VEHCL_MENS	ECD_ASSU_IARD_VEHCL_MENS
L303410	CNTCT_REAL	1002	1002	W303410	CNTCT_REAL	CNTCT_REAL
L303430	RESULTAT	1002	1002	W303430	RESULTAT	RESULTAT
L303440	ECD_ASSU_SANTE_MENS	1002	1002	W303440	ECD_ASSU_SANTE_MENS	ECD_ASSU_SANTE_MENS
L303450	VLRSN_RESULTAT	1002	1002	W303450	VLRSN_RESULTAT	VLRSN_RESULTAT
L303490	DMND_WAIVER	1002	1002	W303490	DMND_WAIVER	DMND_WAIVER
L303530	DONNEE_FISC	1002	1002	W303530	DONNEE_FISC	DONNEE_FISC
L303550	TYP_JUSTIF	1002	1002	W303550	TYP_JUSTIF	TYP_JUSTIF
L303570	REGSTR_CNSIGNT_OPERN	1002	1002	W303570	REGSTR_CNSIGNT_OPERN	REGSTR_CNSIGNT_OPERN
L303650	EPRGN_FINC_IMMO_CPTE	1002	1002	W303650	EPRGN_FINC_IMMO_CPTE	EPRGN_FINC_IMMO_CPTE
L303670	EPRGN_FINC_IMMO_STE	1002	1002	W303670	EPRGN_FINC_IMMO_STE	EPRGN_FINC_IMMO_STE
L30370A	TYP_APPLI_ORIG_A	1002	1002	W303700	TYP_APPLI_ORIG	TYP_APPLI_ORIG
L30370B	TYP_APPLI_ORIG	1002	1002	W303700	TYP_APPLI_ORIG	TYP_APPLI_ORIG
L30372A	TYP_FINL_GRP_RISQ_A	1002	1002	W303720	TYP_FINL_GRP_RISQ	TYP_FINL_GRP_RISQ
L30372B	TYP_FINL_GRP_RISQ	1002	1002	W303720	TYP_FINL_GRP_RISQ	TYP_FINL_GRP_RISQ
L303750	AFFACTURAGE_MENS	1002	1002	W303750	AFFACTURAGE_MENS	AFFACTURAGE_MENS
L303770	NATU_LIEN_PROD	1002	1002	W303770	NATU_LIEN_PROD	NATU_LIEN_PROD
L303790	DVIPRJPRP_ASSU	1002	1002	W303790	DVIPRJPRP_ASSU	DVIPRJPRP_ASSU
L30380A	CRED_QUOTD	1002	1002	W303800	CRED	CRED
L30380B	CRED_MENS	1002	1002	W303800	CRED	CRED
L30383A	ECD_ASSU_IARD_QUOTD	1002	1002	W303830	ECD_ASSU_IARD	ECD_ASSU_IARD
L30383B	ECD_ASSU_IARD_MENS	1002	1002	W303830	ECD_ASSU_IARD	ECD_ASSU_IARD
L30384A	TYP_MTF_SORT_DFT_A	1002	1002	W303840	TYP_MTF_SORT_DFT	TYP_MTF_SORT_DFT
L30384B	TYP_MTF_SORT_DFT	1002	1002	W303840	TYP_MTF_SORT_DFT	TYP_MTF_SORT_DFT
L30385A	TYP_DOMN_ACTI_BQR_A	1002	1002	W303850	TYP_DOMN_ACTI_BQR	TYP_DOMN_ACTI_BQR
L30385B	TYP_DOMN_ACTI_BQR	1002	1002	W303850	TYP_DOMN_ACTI_BQR	TYP_DOMN_ACTI_BQR
L303890	ECD_CPTE	1002	1002	W303890	ECD_CPTE	ECD_CPTE
L303900	ECD_DANS_CADRE_CTR	1002	1002	W303900	ECD_DANS_CADRE_CTR	ECD_DANS_CADRE_CTR
L303920	ECD_DETENU	1002	1002	W303920	ECD_DETENU	ECD_DETENU
L303940	LIST_DESC_EPUR	1002	1002	W303940	LIST_DESC_EPUR	LIST_DESC_EPUR
L303980	PART_SEGM_NOTATN_BALE_MENS	1002	1002	W303980	PART_SEGM_NOTATN_BALE_MENS	PART_SEGM_NOTATN_BALE_MENS
L304000	NOMENC_TYP_EDS	1002	1002	W304000	NOMENC_TYP_EDS	NOMENC_TYP_EDS
L304010	NOMENC_FNCTN	1002	1002	W304010	NOMENC_FNCTN	NOMENC_FNCTN
L304020	NOMENC_TYP_REGRP_EDS	1002	1002	W304020	NOMENC_TYP_REGRP_EDS	NOMENC_TYP_REGRP_EDS
L304030	TYP_STRUCT	1002	1002	W304030	TYP_STRUCT	TYP_STRUCT
L304050	GRP_RISQ_NIV_RISQ_MENS	1002	1002	W304050	GRP_RISQ_NIV_RISQ_MENS	GRP_RISQ_NIV_RISQ_MENS
L304060	ECD_SITUA_PARTC_ECD	1002	1002	W304060	ECD_SITUA_PARTC_ECD	ECD_SITUA_PARTC_ECD
L304070	PART_PORTEF_BALE_TIERS_MENS	1002	1002	W304070	PART_PORTEF_BALE_TIERS_MENS	PART_PORTEF_BALE_TIERS_MENS
L304080	EDS_DEPEND_HIERNT_EDS	1002	1002	W304080	EDS_DEPEND_HIERNT_EDS	EDS_DEPEND_HIERNT_EDS
L304090	SITUA_PARTC_ECD	1002	1002	W304090	SITUA_PARTC_ECD	SITUA_PARTC_ECD
L304110	DETAIL_MTF_DFT_ECD	1002	1002	W304110	DETAIL_MTF_DFT_ECD	DETAIL_MTF_DFT_ECD
L304310	INT_DBTR_DAV_TOKOS	1002	1002	W304310	INT_DBTR_DAV_TOKOS	INT_DBTR_DAV_TOKOS
L304320	AFFACTURAGE	1002	1002	W304320	AFFACTURAGE	AFFACTURAGE
L304330	GRP_RISQ_MENS	1002	1002	W304330	GRP_RISQ_MENS	GRP_RISQ_MENS
L304340	ECD_BAM	1002	1002	W304340	ECD_BAM	ECD_BAM
L304350	COUT_RISQ_CRED_MENS	1002	1002	W304350	COUT_RISQ_CRED_MENS	COUT_RISQ_CRED_MENS
L304360	ECD_COFFRE	1002	1002	W304360	ECD_COFFRE	ECD_COFFRE
L304370	PART_FLIER_CALCL_MENS	1002	1002	W304370	PART_FLIER_CALCL_MENS	PART_FLIER_CALCL_MENS
L304390	OPERN_DE_MRCH_EXPOSE_MENS	1002	1002	W304390	OPERN_DE_MRCH_EXPOSE_MENS	OPERN_DE_MRCH_EXPOSE_MENS
L304410	EDC_CRED_EXPOSE_MENS	1002	1002	W304410	EDC_CRED_EXPOSE_MENS	EDC_CRED_EXPOSE_MENS
L304420	EPRGN_RTRTE_COLCTI	1002	1002	W304420	EPRGN_RTRTE_COLCTI	EPRGN_RTRTE_COLCTI
L304430	CREANC_EXPOSE_MENS	1002	1002	W304430	CREANC_EXPOSE_MENS	CREANC_EXPOSE_MENS
L304450	CREANC_EXPOSE_BALE_MENS	1002	1002	W304450	CREANC_EXPOSE_BALE_MENS	CREANC_EXPOSE_BALE_MENS
L304460	ELT_PATRIM	1002	1002	W304460	ELT_PATRIM	ELT_PATRIM
L304470	RCVRMT_CRED_SIEGE_MENS	1002	1002	W304470	RCVRMT_CRED_SIEGE_MENS	RCVRMT_CRED_SIEGE_MENS
L304480	ELT_DE_STRUCT	1002	1002	W304480	ELT_DE_STRUCT	ELT_DE_STRUCT
L304490	EDS_CMPS_EDS	1002	1002	W304490	EDS_CMPS_EDS	EDS_CMPS_EDS
L304500	J_OUV_EDS	1002	1002	W304500	J_OUV_EDS	J_OUV_EDS
L304510	EDS_J_HR_OUV	1002	1002	W304510	EDS_J_HR_OUV	EDS_J_HR_OUV
L304520	PHOR_OUV_EDS	1002	1002	W304520	PHOR_OUV_EDS	PHOR_OUV_EDS
L304530	ELT_CONSTI_DOCU	1002	1002	W304530	ELT_CONSTI_DOCU	ELT_CONSTI_DOCU
L304560	ELT_COVENANT	1002	1002	W304560	ELT_COVENANT	ELT_COVENANT
L304570	PART_GRP_DE_RISQ_MENS	1002	1002	W304570	PART_GRP_DE_RISQ_MENS	PART_GRP_DE_RISQ_MENS
L304670	TRACE_SMS	1002	1002	W304670	TRACE_SMS	TRACE_SMS
L304690	DETTE_EXT	1002	1002	W304690	DETTE_EXT	DETTE_EXT
L304730	STRUCT	1002	1002	W304730	STRUCT	STRUCT
L304760	ENTR	1002	1002	W304760	ENTR	ENTR
L304850	ENV_COM	1002	1002	W304850	ENV_COM	ENV_COM
L304880	ENV_DESTI_TK_COM	1002	1002	W304880	ENV_DESTI_TK_COM	ENV_DESTI_TK_COM
L30489A	EPRGN_ASSU_QUOTD	1002	1002	W304890	EPRGN_ASSU	EPRGN_ASSU
L30489B	EPRGN_ASSU_MENS	1002	1002	W304890	EPRGN_ASSU	EPRGN_ASSU
L30490A	TYP_CAP_A	1002	1002	W304900	TYP_CAP	TYP_CAP
L30490B	TYP_CAP	1002	1002	W304900	TYP_CAP	TYP_CAP
L30491A	EPRGN_BQR_QUOD	1002	1002	W304910	EPRGN_BQR	EPRGN_BQR
L30491B	EPRGN_BQR_MENS	1002	1002	W304910	EPRGN_BQR	EPRGN_BQR
L30495A	TYP_CLASS_NOTATN_CREANC_A	1002	1002	W304950	TYP_CLASS_NOTATN_CREANC	TYP_CLASS_NOTATN_CREANC
L30495B	TYP_CLASS_NOTATN_CREANC	1002	1002	W304950	TYP_CLASS_NOTATN_CREANC	TYP_CLASS_NOTATN_CREANC
L30497A	TYP_METHD_CALC_BALE_A	1002	1002	W304970	TYP_METHD_CALC_BALE	TYP_METHD_CALC_BALE
